name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Дефф-ролла,ls_deff_rolla,1,,0,30,500,750,,,,,,,,KINETIC,,400,0.05,0.05,,,,,,,,150,,,,,,"SYSTEM, SHOW_IN_CODEX","Strike14, no_drop, no_drop_salvage,ls_melee",,Гоффы,,Ближний бой,,,,,Может нанести до %s больше урона в зависимости от площади контакта катка с врагом.,300%,,,,
Дефф-ролла (сегмент),ls_deff_rolla_dummy,1,,0,30,500,750,,,,,,,,KINETIC,,0,0.05,0.05,,,,,,,,150,,,,,,SYSTEM,"Strike14, no_drop, no_drop_salvage,ls_melee",,Гоффы,,Ближний бой,,,,,Всегда стреляет вместе с основным дефф-роллой.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Teef Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Магнум-заппа-бласта,ls_magnum,3,,25000,1000,,2500,1000,100,5,30,,,,FRAGMENTATION,2000,,1,2,,,,,,,,1000,,,,,,SHOW_IN_CODEX,"energy20, no_drop, no_drop_salvage",,Дурные Луны,,Выведение из строя / Добивание,,,,,"Снаряд постоянно создает энергетическую дугу для удара по ближайшей цели, нанося %s энергетического урона и %s.",5% урона оружия| 10% ЭМИ-урона оружия,,,,
Магнум-заппа-бласта (субвыстрел),ls_magnum_subshot,3,,25000,200,,1250,500,100,5,30,,,,FRAGMENTATION,2000,,1,2,,,,,,,,200,,,,,,SYSTEM,"energy20, no_drop, no_drop_salvage",,Орочий,,Выведение из строя / Добивание,,,,,,,,,,
Кастом-мега-пушка (синяя),ls_blue_mega_cannon,3,,8000,600,,550,,50,20,12,8,0.4,1,ENERGY,625,,0.25,0.25,1,,,,,,,800,,,,,,"STRIKE, SHOW_IN_CODEX","Strike15, energy15,no_drop, no_drop_salvage",,Смерточерепа,,Ударное,,,,,"Оно синее и удачливое, так что, может, не взорвется.",,,,,56.2
Сплэша-атака,ls_splasha_attackgun,3,,15000,500,,80,,3,15,20,128,8,128,ENERGY,40,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"SHOW_IN_CODEX,ANTI_FTR","energy12,no_drop, no_drop_salvage",,Злые Солнца,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.",25% урона оружия | 20% урона оружия,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Большой бур,ls_big_drill,0,,10000,50,500,,,75,2,0,,,,HIGH_EXPLOSIVE,,150,0.05,0.05,,,0,0,0,0,,150,,,,,,"SYSTEM, SHOW_IN_CODEX","Strike12, no_drop, no_drop_salvage,ls_melee",,Орочий,,Ближний бой,,,,,Это оружие нельзя вывести из строя; быстро просверливает броню.,,,,,
Бур побольше,ls_bigger_drill,0,,10000,60,850,,,90,2,0,,,,HIGH_EXPLOSIVE,,250,0.05,0.05,,,0,0,0,0,,150,,,,,,"SYSTEM, SHOW_IN_CODEX","Strike14, no_drop, no_drop_salvage,ls_melee",,Орочий,,Ближний бой,,,,,Это оружие нельзя вывести из строя; быстро просверливает броню.,,,,,
Мега-пузырь-бласта,ls_mega_bubble_blasta,3,,12000,700,,300,,200,5,28,12,1,4,KINETIC,200,,0.2,1,4,0.2,0,20,5,5,,800,,,,,,"SYSTEM, SHOW_IN_CODEX","kinetic10, no_drop, no_drop_salvage",,Орочий,,Против щитов,,,,,Обладает значительной силой удара,,,,,1
Луноломный вирд-каннон,ls_fantasy_blasta,3,,12000,700,,400,,20,5,28,24,2,12,ENERGY,250,,,0.2,,,0,30,2.5,10,,800,,,,,,"SYSTEM, SHOW_IN_CODEX","Strike14, no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,,Есть шанс взорваться при выстреле и нанести себе %s энергетического урона; шанс %s.,"200 | значительно растет, когда в магазине остается меньше боеприпасов",,,,
Пушка солнечной вспышки,ls_sola_flare_kannon,3,,20000,1000,,650,,400,5,0,,,,ENERGY,700,,,4,1,,,20,20,2,,500,,,500,,,"SYSTEM, SHOW_IN_CODEX,PD,PD_ALSO","energy16, pd17, no_drop, no_drop_salvage",,Орочий,,Против истребителей (по площади),,,,,"Создает мощный взрыв, накрывающий большую область.",,,,,18
Трофейная термоимпульсная пушка,ls_tpc,0,,100000,800,,225,,0,0,,15,0.8,,ENERGY,175,,0,0.2,1,,0,10,2,5,,1000,,,,,,"SYSTEM,SHOW_IN_CODEX",,TPC_only,Орочий,,Универсальное,,,,,,,,,,40
Труба бласта-торпеды,ls_torpedo_bm_rail,0,,200,1800,,3000,,75,10,0,1,0.05,1,HIGH_EXPLOSIVE,0,,,20,,,5,0,0,0,,400,100,6,600,,,"SYSTEM,SHOW_IN_CODEX","strike8, rocket2, no_drop, no_drop_salvage",,Орочий,,Ударное,Средняя,Ужасное,,,"Прочный снаряд, случайно требует от %s для взведения и может пролететь от %s своей обычной дальности.",0.5-2  секунд | 75% - 125% ,,,TRUE,
Бурста-каннон,ls_bursta_cannon,0,,100000,1200,,1800,,1000,5,,,,,HIGH_EXPLOSIVE,1800,,,8,,,4,0,0,0,,500,,,600,,,"SYSTEM,SHOW_IN_CODEX,STRIKE","strike15, he15, no_drop, no_drop_salvage",,Орочий,,Осадное,,,,,"При попадании вызывает взрыв, наносящий %s фугасного урона, но может преждевременно взорваться в полете.

При выстреле также выпускает веер поражающих осколков, наносящих 80 осколочного урона.",1200 | 20% | Осечка | 3000 кинетический,,,,
Бурста-каннон осечка,ls_bursta_cannon_dud,0,,100000,1200,,3000,,1000,5,,,,,KINETIC,1800,,,8,,,4,0,0,0,,500,,,600,,,SYSTEM,"strike15, he15, no_drop, no_drop_salvage",,Орочий,,Осадное,,,,,,,,,,
Бурста-каннон фугас,ls_bursta_cannon_he,0,,100000,1200,,1800,,1000,5,,,,,HIGH_EXPLOSIVE,1800,,,8,,,4,0,0,0,,500,,,600,,,SYSTEM,"strike15, he15, no_drop, no_drop_salvage",,Орочий,,Осадное,,,,,,,,,,
Кулак Горка,ls_gork_fist,0,,100000,800,,300,,0,0,,18,1.2,1,ENERGY,200,,,0.8,1,,0,10,2,5,,900,,,,,,"SYSTEM,SHOW_IN_CODEX",,TPC_only,Орочий,,Универсальное,,,,,Размер магазина этого оружия нельзя увеличить,,,,,40
Мини-ракетный блок (Krima),ls_mini_rokkit_pod_krima,0,,150,800,,100,,10,30,0,24,1,24,HIGH_EXPLOSIVE,0,,0,2,4,0.1,10,10,0,0,,600,300,1.5,75,,,"SYSTEM, SHOW_IN_CODEX","rocket7, strike0, no_drop, no_drop_salvage",,Орочий,,Против брони,Очень быстрая,Нет,,,,,,,,12
Скрытая скорча,ls_skorcha_concealed,0,,500,450,,20,,3,60,5,60,3,30,ENERGY,12,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"SYSTEM,PD","energy6, , no_drop, no_drop_salvage",,Орочий,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине.
Имеет встроенную помпу, улучшающую дальность по сравнению с обычной бурной, поэтому не получает дополнительной выгоды от Пауэр-помпы.",25% урона оружия | 5,,,,
Скрытая ракетная пусковая,ls_concealed_rokkit,0,,600,1800,,125,,5,45,0,,,,HIGH_EXPLOSIVE,0,,0.4,3.6,3,0.2,0,0,0,0,,450,50,5,75,,,"ANTI_FTR, DO_NOT_AIM,SYSTEM","utility3, missile3, no_drop, no_drop_salvage",,Орочий,,Давление,Быстрая,Тупое,,,,,,,,16.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Большая шута (Кан),ls_kan_shoota,0,,200,450,,30,,2,45,0,,,,KINETIC,4,,,0.2,,,0,20,1,5,,600,,,,,,"SYSTEM,PD","kinetic0, no_drop, no_drop_salvage",,Орочий,,,,,,,,,,,,2
Гротзука,ls_grotzooka,0,,300,500,,80,,5,30,0,,,,FRAGMENTATION,5,,,2,1,,45,45,45,1,,500,,,,,,"SYSTEM,PD","he0, no_drop, no_drop_salvage",,Орочий,,,,,,,,,,,,2
Кан-клешня,ls_kanklaw,0,,300,30,,300,,300,30,,,,,HIGH_EXPLOSIVE,0,,,3,1,,0,0,0,0,,0,,,,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,,,,,,Срывает %s брони за попадание,50,,,,2
Супа-шута (встроенная),ls_supashoota,0,,300,600,,70,,2,45,5,,,,KINETIC,50,,,0.4,1,,0,10,2,6,,700,,,,,,"SYSTEM,PD","no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,,Взрывной наконечник наносит дополнительно %s фугасного урона при попадании по корпусу.,30,,,,2
Кан-бур,ls_kandrill,0,,300,10,250,,,10,20,,,,,HIGH_EXPLOSIVE,,50,0.05,0.05,,,,,,,3200,,,,,,,"SYSTEM, ANTI_FTR, SHOW_IN_CODEX","he0,beam0,no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,,,,,,,2
Кан-цепная чоппа,ls_kansword,0,,300,10,350,,,5,20,,,,,HIGH_EXPLOSIVE,,200,0.05,0.05,0.9,3,,,,,3200,,,,,,,"SYSTEM, ANTI_FTR, SHOW_IN_CODEX","he0,beam0,no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,,,,,,,
Кан-скорча,ls_kan_skorcha,0,,500,300,,20,,3,60,5,30,6,30,ENERGY,5,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"SYSTEM,PD","energy0, no_drop, no_drop_salvage",,Орочий,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.",25% урона оружия | 20% урона оружия,,,,13
Грот-шута,ls_grot_shoota_single,0,,100,250,,15,,1,75,1,20,5,20,FRAGMENTATION,1,,0,0.2,1,,0,15,1,15,,800,,,10,,,"SYSTEM,PD","pd4, no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,1
Кормовой стрелок,ls_tail_gunna,0,,100,300,,25,,1,75,1,20,5,20,FRAGMENTATION,1,,0,0.2,1,,0,15,1,15,,800,,,10,,,"SYSTEM,PD","pd4, no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,1
Блица-бомба,ls_blitza_bomm,0,,0,400,,750,,30,30,0,2,,,HIGH_EXPLOSIVE,0,,,1,2,0.25,,,,,,20,20,20,600,,,"SYSTEM, STRIKE,SHOW_IN_CODEX","he0, no_drop, no_drop_salvage",,Орочий,,Бомба,,,,,,,,,,
Отсек блица-бомб,ls_blitza_bomm_bay,0,,0,400,,750,,30,30,0,2,0.05,,HIGH_EXPLOSIVE,0,,,1,2,0.25,,,,,,20,20,20,600,,,"SYSTEM, STRIKE,SHOW_IN_CODEX","he0, no_drop, no_drop_salvage",,Орочий,,Бомба,,,,,,,,,,
Бомбовый отсек,ls_bomb_bay,,,0,1000,,400,,30,15,,24,,,HIGH_EXPLOSIVE,0,,,0.33,,,2,,,,,20,20,20,200,,,"STRIKE,SYSTEM, BOMB,SHOW_IN_CODEX","he0, no_drop, no_drop_salvage",,Орочий,,Бомба,,,,,,,,,,
Kustom Mega Blasta (POD),ls_kustom_mega_blasta_pod,,,,500,,300,,50,30,,5,,,ENERGY,0,,0.25,2,,,,,,,,800,,,,,,"STRIKE, USE_VS_FRIGATES, SYSTEM","Strike0,energy0, no_drop, no_drop_salvage",,Орочий,,Ударное,,,,,Высокий шанс взорваться при выстреле и нанести себе %s энергетического урона.,300,,,,56.1
Буровая головка,ls_drillhead,0,,300,10,275,,,10,20,,,,,HIGH_EXPLOSIVE,,50,0.05,0.05,,,,,,,3200,,,,,,,"SYSTEM, ANTI_FTR, SHOW_IN_CODEX","he0,beam0,no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,,,,,,,2
Умная ракета (истребитель),ls_mini_rokkit_fighta,0,,600,1200,,125,,5,45,3,2,,,HIGH_EXPLOSIVE,0,,0,3,1,,0,0,0,0,,450,100,3.5,75,,,"SYSTEM, ANTI_FTR, GUIDED_POOR","utility3, missile3, no_drop, no_drop_salvage",,Орочий,,Против истребителей (по площади),Быстрая,Тупое,,,,,,,,16.3
Взрывная клешня,ls_blast_klaw_r,2,,2200,700,,150,,2,15,14,,,,ENERGY,150,,,1,3,0.3,0,12,2,6,,800,,,10,,,"SYSTEM,SHOW_IN_CODEX","energy12,no_drop, no_drop_salvage",,Дурные Луны,,Универсальное,,,,,"Шанс случайно применить один из следующих эффектов при попадании:

Бум-бласта: %s
Ззаппи-шокка: %s
Плавящая бурна: %s","Вызывает небольшой взрыв по области, наносящий 150 фугасного урона| Вызывает малый ЭМИ-импульс, наносящий 20 энергетического и 150 ЭМИ-урона | При попадании по корпусу, наносит 40 прямого урона броне",,,,2
Взрывная клешня,ls_blast_klaw_l,2,,2200,700,,150,,2,15,14,,,,ENERGY,150,,,1,3,0.3,0,12,2,6,,800,,,10,,,"SYSTEM,SHOW_IN_CODEX","energy12,no_drop, no_drop_salvage",,Дурные Луны,,Универсальное,,,,,"Шанс случайно применить один из следующих эффектов при попадании:

Бум-бласта: %s
Ззаппи-шокка: %s
Плавящая бурна: %s","Вызывает небольшой взрыв по области, наносящий 150 фугасного урона| Вызывает малый ЭМИ-импульс, наносящий 20 энергетического и 150 ЭМИ-урона | При попадании по корпусу, наносит 40 прямого урона броне",,,,2
Кан-ракета,ls_kan_bm_rokkit,0,,600,1500,,140,,5,45,3,,,,HIGH_EXPLOSIVE,0,,0,6,2,0.3,0,0,0,0,,500,200,3.5,75,,,"SYSTEM, ANTI_FTR, GUIDED_POOR","utility3, missile3, no_drop, no_drop_salvage",,Орочий,,Против истребителей (по площади),Быстрая,Тупое,,,,,,,,16.3
Кастом-шута (Кан),ls_kan_shoota_bm,0,,400,450,,40,,2,45,4,,,,ENERGY,24,,,0.25,,,0,10,0.5,6,,700,,,10,,,"SYSTEM,PD","energy0, no_drop, no_drop_salvage",,Дурные Луны,,Универсальное,,,,,Стреляет быстрее при более высоком уровне нагрузки корабля.,,,,,21
Грот-бомба (одиночная),ls_grot_single,0,,200,1000,,1200,,40,10,3,1,,,HIGH_EXPLOSIVE,0,,0,8,1,0,,,,,,350,50,5.5,400,,,"SYSTEM,GUIDED_POOR","strike9, missile1, no_drop, no_drop_salvage",,Орочий,,Добивание,Быстрая,Грот,,,,,,,TRUE,14
Спешл-шута (истребитель),ls_speshul_shoota_fighter,0,,300,500,,60,,5,30,0,,,,FRAGMENTATION,5,,,1,1,,25,25,25,1,,500,,,,,,"SYSTEM,PD","he0, no_drop, no_drop_salvage",,Орочий,,Против малых целей,,,,,,,,,,14
Стикк-бомма (истребитель),ls_stikk_bomm_fighta,0,,1000,600,,300,,30,20,3,1,0.05,1,FRAGMENTATION,0,,,4,,,0,10,3,3,,400,350,1.5,80,,,"SYSTEM,PD","pd0, no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,
Ззап-бомба,ls_zzap_bomb_bay,0,,0,400,,600,600,30,30,0,2,,,ENERGY,0,,,3,1,,,,,,,50,50,10,500,,,"SYSTEM, STRIKE,SHOW_IN_CODEX","he0, no_drop, no_drop_salvage",,Орочий,,Бомба,,,,,При попадании создает %s ЭМИ-дугу с шансом пробить щит; каждая наносит %s энергетического и ЭМИ-урона оружия.,4 | 25%,,,,
Комби-шута (истребитель),ls_kombi_shoota_fighter,0,,450,500,,30,,2,40,5,50,,,KINETIC,10,,,0.2,,,0,10,1,5,,600,,,10,,,"SYSTEM,PD","kinetic3,pd3, no_drop, no_drop_salvage",,Орочий,,Многоцелевое (ПВО),,,,,"Пока у оружия остается %s боезапаса, каждый выстрел имеет шанс выпустить мини-ракету, наносящую %s урона.",50% | 125 фугасного урона,,,,21
Бумстик,ls_boomstick_kan,0,,300,500,,60,,5,30,0,,,,HIGH_EXPLOSIVE,20,,,2.5,1,0,15,15,15,1,,600,,,,,,"SYSTEM,PD","he0, no_drop, no_drop_salvage",,Орочий,,Против малых целей,,,,,,,,,,2
Ззаппа-стикк,ls_kan_zzapa,1,,500,250,,50,200,0,45,6,,,,ENERGY,20,,0.5,3,4,0.05,,,,,,10000,,,,,,"SYSTEM,ANTI_FTR","energy6, no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,Идеальная,"Ззапает ближайшую цель по направлению оружия, всегда попадает.",,,,,19.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Deff Dreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дред-жарочоппа,ls_deff_dread_heat_choppa,0,,0,25,450,,,15,30,,,,,ENERGY,,350,0.4,0.2,0.4,2.1,,,,,,1000,,,,,,"SYSTEM,PD,PD_ALSO","no_drop, no_drop_salvage",,Орочий,,Ближний бой,,,,,"Наносит щиту урон жёсткой нагрузкой.
Наносит дополнительно %s энергетического урона целям, пораженным основным взмахом.",80% урона оружия,,,,
Дред-пауэр-топор,ls_deff_dread_axe,0,,0,25,500,,,15,25,,,,,HIGH_EXPLOSIVE,,450,0.4,0.2,0.4,3,,,,,,1000,,,,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,Ближний бой,,,,,"Наносит щиту урон жёсткой нагрузкой.
Наносит дополнительно %s фугасного урона целям, пораженным основным взмахом.",80% урона оружия,,,,
Дред-циркулярка,ls_dread_buzzsaw,0,,0,25,375,,,5,30,,,,,ENERGY,,275,,,,,,,,,,1800,,,,,,"SYSTEM,PD,PD_ALSO","no_drop, no_drop_salvage",,Орочий,,Ближний бой,,,,,Наносит щиту урон жёсткой нагрузкой,,,,,
Силовая клешня,ls_deff_dread_klaw_es,0,,0,25,800,,,50,25,,,,,HIGH_EXPLOSIVE,,600,0.4,3.1,1,,,,,,,600,,,30,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,Ближний бой,,,,,При попадании по корпусу цели срывает %s,100 очков брони,,,,
Гатла-щит,ls_dread_gatling_shield,0,,0,400,,50,,5,20,6,40,5,20,HIGH_EXPLOSIVE,20,,,0.5,10,0.125,,12,1,6,,600,,,30,,,"SYSTEM,PD,PD_ALSO","he0, no_drop, no_drop_salvage",,Орочий,,Штурмовое,,,,,,,,,,
Спаренная кастом-шута,ls_dread_twin_shoota,0,,400,500,,50,,2,45,4,,,,ENERGY,20,,,0.2,,,0,5,0.25,6,,700,,,10,,,"SYSTEM,PD","he0, no_drop, no_drop_salvage",,Дурные Луны,,Универсальное,,,,,,,,,,
Большая шута (Дефф-дред),ls_big_shoota_deff_dread,0,,0,400,,30,,2,45,3,20,5,20,KINETIC,5,,,0.2,,,0,10,1,5,,600,,,10,,,"SYSTEM,PD","pd0, no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,
Скорча (Дефф-дред),ls_skorcha_dread,0,,500,350,,20,,3,60,5,60,4,30,ENERGY,10,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"SYSTEM,PD","he0, no_drop, no_drop_salvage",,Орочий,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.",25% урона оружия | 20% урона оружия,,,,
Стикк-бомма (Дефф-дред),ls_stikk_bomm_dread,0,,1000,600,,300,,30,20,3,6,0.2,6,FRAGMENTATION,0,,,2.5,,,0,10,3,3,,400,350,1.5,80,,,"SYSTEM,PD","pd0, no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,
Кастом-мега-бласта (Дефф-дред),ls_dread_mega_blasta,0,,0,300,,325,,50,30,,,,,ENERGY,275,,0.25,4.75,1,,,,,,,800,,,,,,"SYSTEM, STRIKE, USE_VS_FRIGATES","pd0, no_drop, no_drop_salvage",,Орочий,,Ударное,,,,,Есть шанс взорваться при выстреле и нанести себе %s энергетического урона.,200,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Stompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дет-каннон,ls_deff_arsenal_stompa_deffkannon,2,,5500,800,,750,,200,15,,,,,HIGH_EXPLOSIVE,1000,,,6,1,,,15,15,2,,700,,,100,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,Против брони,,,,,"При попадании вызывает большой взрыв, наносящий дополнительно %s фугасного урона в большой области.
",750,,,,18
Гига-шута - соосная,ls_gigashoota_coaxial,0,,450,800,,75,,2,15,,,,,KINETIC,50,,,0.85,10,0.15,0,12,2,6,,700,,,,,,"SYSTEM,ANTI_FTR","no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,,"Взрывной наконечник наносит %s дополнительного фугасного урона при попадании по корпусу.

Поворачивается вместе с основным оружием на этой руке.",30,,,,2
Ракетная пусковая - соосная,ls_rokkit_launcha_coaxial,0,,150,1200,,400,,0,15,,,,,HIGH_EXPLOSIVE,0,,0,2,,,0,15,5,4,,400,50,3,175,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,Против брони,Быстрая,Нет,,,Поворачивается вместе с основным оружием на этой руке.,,,,,11
Пузовая лобба,ls_stompa_belly_lobba,0,,1200,700,,150,,15,10,,,,,HIGH_EXPLOSIVE,125,,,1.5,,,,20,10,5,,600,,,100,,,"SYSTEM,PD,PD_ALSO","no_drop, no_drop_salvage",,Орочий,,Против брони,,,,,,200,,,,19
Огненная белча,ls_stompa_belly_flamer,1,,1500,500,,50,,3,10,,60,10,60,ENERGY,35,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"SYSTEM,PD,PD_ALSO","no_drop, no_drop_salvage",,Орочий,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.

Уже содержит мощную помпу и не получает дополнительной выгоды от Пауэр-помпы.",25% урона оружия | 20% урона оружия,,,,14
Пузовой ангар,ls_stompa_hanger,1,,6000,1500,,1200,,40,5,,10,,,HIGH_EXPLOSIVE,0,,0,5,,,,,,,,350,50,5.5,400,,,"SYSTEM,GUIDED_POOR","no_drop, no_drop_salvage",,Орочий,,Добивание,Быстрая,Грот,,,,,,,TRUE,16
Пузовая пушка,ls_stompa_bellygun,0,,1200,900,,1200,,100,5,,6,,,HIGH_EXPLOSIVE,1000,,,10,,,,20,10,1,,600,,,100,,,"STRIKE, USE_VS_FRIGATES, SYSTEM","no_drop, no_drop_salvage",,Орочий,,Против брони,,,,,"При попадании вызывает взрыв, наносящий %s фугасного урона, но может преждевременно взорваться в полете.

Большой проем снижает броню на %s.",1200|50,,,,19
Мега-чоппа,ls_stompa_choppa_ds,0,,0,75,1800,,,15,30,,,,,ENERGY,,1000,0.4,0.2,0.6,2.1,,,,,,1600,,,,,,"SYSTEM,PD,PD_ALSO","no_drop, no_drop_salvage,ls_melee",,Орочий,,Ближний бой,,,,,"Наносит щиту урон жёсткой нагрузкой.
Наносит дополнительно %s энергетического урона целям, пораженным основным взмахом.",80% урона оружия,,,,
Мега-чоппа,ls_stompa_choppa_bm,0,,0,75,1800,,,15,30,,,,,ENERGY,,1000,0.4,0.2,0.6,2.1,,,,,,1600,,,,,,"SYSTEM,PD,PD_ALSO","no_drop, no_drop_salvage,ls_melee",,Орочий,,Ближний бой,,,,,"Наносит щиту урон жёсткой нагрузкой.
Наносит дополнительно %s энергетического урона целям, пораженным основным взмахом.",80% урона оружия,,,,
Мега-чоппа,ls_stompa_choppa_red,0,,0,75,1800,,,15,30,,,,,ENERGY,,1000,0.4,0.2,0.6,2.1,,,,,,1600,,,,,,"SYSTEM,PD,PD_ALSO","no_drop, no_drop_salvage,ls_melee",,Орочий,,Ближний бой,,,,,"Наносит щиту урон жёсткой нагрузкой.
Наносит дополнительно %s энергетического урона целям, пораженным основным взмахом.",80% урона оружия,,,,
Лифта-дроппа,ls_stompa_lifta_droppa,2,,2000,900,900,,,,25,,30,,,ENERGY,,800,0.25,1,0.5,4,,,,,3000,,,,,,,"SYSTEM, SHOW_IN_CODEX","no_drop, no_drop_salvage",,Орочий,,Против крупных / Нарушение,,,,,"Луч захватывает центр массы цели, а затем пытается бросить цель в направлении своего взмаха. Малые цели получают немного меньшую силу, а луч может полностью не зацепиться.",750,,,,
Грабба-смаша,ls_stompa_grabba_smasha,2,,2000,900,750,,,,25,,30,,,ENERGY,,600,0.25,1,0.5,4,,,,,3000,,,,,,,"SYSTEM, SHOW_IN_CODEX","no_drop, no_drop_salvage",,Орочий,,Против крупных / Нарушение,,,,,"Луч захватывает центр массы цели, а затем пытается притянуть ее к источнику. Малые цели получают немного меньшую силу, а луч может полностью не зацепиться.",500,,,,
Супа-гатла,ls_stompa_supa_gatla,1,,4500,700,,150,,10,15,,60,6,60,KINETIC,75,,,0.1,1,,0,15,1,6,,800,,,30,,,"SYSTEM,ANTI_FTR","no_drop, no_drop_salvage",,Орочий,,Против щитов,,,,,"%s. Шанс заклинивания растет по мере стрельбы, но будет выпущено не менее трети магазина. Каждый выстрел наносит %s дополнительного фугасного урона при попадании по корпусу.","Не может остановиться после начала стрельбы, если не заклинит или не кончатся боеприпасы! | 40",,,,17
Роторный круша-каннон,ls_stompa_tri_krusha,2,,5500,800,,350,,30,15,,6,1,6,HIGH_EXPLOSIVE,350,,0,1.5,3,0.2,0,10,2,6,,750,,,,,,ANTI_FTR,"no_drop, no_drop_salvage",,Кровавые Топоры,,Многоцелевое,,,,,"Стреляет разными типами снарядов в зависимости от цели корабля.

%s - используется против целей со щитами на большой дальности, наносит %s.

%s - универсальный снаряд, наносит %s с небольшим взрывом.

%s - выпускает %s.

Имеет %s шанс осечки.",Щитолом| 350 кинетического урона | Бум-снаряд | 350 фугасного урона | ломовой канистер | 6 осколков с 90 фугасного урона| 25%,,,,
Шикарный мега-каннон,ls_stompa_snazzkannon,2,,4500,800,,350,,20,10,,,,,ENERGY,450,,,1,2,0.25,,12,2,6,,800,,,,,,SYSTEM,"no_drop, no_drop_salvage",,Дурные Луны,,Универсальное,,,,,"Применяет один из следующих эффектов при попадании:

Бум-бласта: %s
Ззаппи-шокка: %s
Плавящая бурна: %s
Тумпа: %s","Вызывает небольшой взрыв по области, наносящий 300 фугасного урона|Вызывает потенциально пробивающий щит ЭМИ-импульс, наносящий 50 энергетического и 300 ЭМИ-урона|При попадании по корпусу наносит 80 прямого урона броне|Наносит сильный импульс при попадании",,,,
Сплэша-атака,ls_stompa_splasha,3,,15000,500,,80,,3,15,,120,12,120,ENERGY,40,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"SYSTEM,ANTI_FTR","no_drop, no_drop_salvage",,Злые Солнца,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.",25% урона оружия | 20% урона оружия,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
