id,type,frame,magnitude,map,path
ls_fighta_bomma_es,ship,,,surface,graphics/maps/ships/fighta_bomma_es_surface.png
ls_flame_rumbla_es,ship,,,surface,graphics/maps/ships/ls_flame_rumbla_surface.png
ls_haula,ship,,,surface,graphics/maps/ships/ls_haula_surface.png
ls_hound_es,ship,,,surface,graphics/maps/ships/ls_hound_es_surface.png
,,,,,
ls_kite_es,ship,,,surface,graphics/maps/ships/ls_kite_es_surface.png
,,,,,
,,,,,
ls_landa,ship,,,surface,graphics/maps/ships/ls_landa_surface.png
ls_lasher_es,ship,,,surface,graphics/maps/ships/ls_lasher_es_surface.png
ls_manticore_ds,ship,,,surface,graphics/maps/ships/ls_manticore_surface.png
ls_megabommer_ds,ship,,,surface,graphics/maps/ships/ls_megabommer_surface.png
ls_mega_haula,ship,,,surface,graphics/maps/ships/ls_mega_haula_surface.png
ls_miko_comet,ship,,,surface,graphics/maps/ships/miko_redcomet_surface.png
ls_miko_red_comet,ship,,,surface,graphics/maps/ships/ls_miko_redcomet_es_surface.png
ls_miningpod,ship,,,surface,graphics/maps/ships/ls_miningpod_surface.png
ls_mule_bm,ship,,,surface,graphics/maps/ships/ls_mule_bm_surface.png
ls_phaeton_es,ship,,,surface,graphics/maps/ships/ls_phaeton_es_surface.png
ls_rok_ds,ship,,,surface,graphics/maps/ships/ls_rok_ds_surface.png
ls_rok_ds_left,ship,,,surface,graphics/maps/ships/ls_rok_left_surface.png
ls_rok_ds_right,ship,,,surface,graphics/maps/ships/ls_rok_right_surface.png
ls_scrapjet_es,ship,,,surface,graphics/maps/ships/ls_scrapjet_es_surface.png
ls_shade_es,ship,,,surface,graphics/maps/ships/ls_shade_es_surface.png
ls_shoota_skipper_ds,ship,,,surface,graphics/maps/ships/ls_shootaskipper_ds_surface.png
ls_shootaskipper_es,ship,,,surface,graphics/maps/ships/ls_shootaskipper_es_surface.png
ls_skarfist_es,ship,,,surface,graphics/maps/ships/ls_skarfist_es_surface.png
ls_smash_hamma_es,ship,,,surface,graphics/maps/ships/ls_smash_hamma_es_surface.png
ls_smol_rok_ds,ship,,,surface,graphics/maps/ships/ls_smol_rok_ds_surface.png
ls_star_krumpa_ds,ship,,,surface,graphics/maps/ships/ls_star_krumpa_surface.png
ls_star_krumpa_es,ship,,,surface,graphics/maps/ships/ls_star_krumpa_es_surface.png
ls_terror_ds,ship,,,surface,graphics/maps/ships/ls_terror_ds_surface.png
ls_terror_ds_cv,ship,,,surface,graphics/maps/ships/ls_terror_ds_cv_surface.png
ls_terror_es,ship,,,surface,graphics/maps/ships/ls_terror_es_surface.png
ls_terror_es_cv,ship,,,surface,graphics/maps/ships/ls_terror_es_cv_surface.png
ls_wayfarer_bm,ship,,,surface,graphics/maps/ships/ls_wayfarer_bm_surface.png
ls_wolf_bm,ship,,,surface,graphics/maps/ships/ls_wolf_bm_surface.png
miko_redcomet,ship,,,surface,graphics/maps/ships/miko_redcomet_surface.png
ls_miko_es,ship,,,surface,graphics/maps/ships/ls_miko_looted_surface.png
,,,,,
ls_mega_bubble_blasta,hardpoint,,,surface,graphics/maps/weapons/ls_mega_bubble_blasta_surface.png
ls_onihime_front_left,turret,,,surface,graphics/maps/weapons/ls_onihime_mid_right_surface.png
ls_onihime_front_right,turret,,,surface,graphics/maps/weapons/ls_onihime_front_right_surface.png
ls_onihime_mid_left,turret,,,surface,graphics/maps/weapons/ls_onihime_mid_left_surface.png
ls_onihime_mid_right,turret,,,surface,graphics/maps/weapons/ls_onihime_mid_right_surface.png
ls_onihime_tail,turret,,,surface,graphics/maps/weapons/ls_onihime_tail_surface.png
,,,,,
ls_hulk_deco,turret,,,surface,graphics/maps/weapons/ls_deco_hulk_left_surface.png
ls_yaroudomo_deco,turret,,,surface,graphics/maps/weapons/ls_yaroudomo_deco_surface.png
ls_mekbox_deco,turret,,,surface,graphics/maps/weapons/ls_deco_mek_box_surface.png
,,,,,
ls_kan_ds_padl,turret,,,surface,graphics/maps/weapons/ls_kan_ds_pad_l_surface.png
ls_kan_ds_padr,turret,,,surface,graphics/maps/weapons/ls_kan_ds_pad_r_surface.png
,,,,,
ls_bigshoota_kan,turret,,,surface,graphics/maps/weapons/ls_kan_ds_shoota_surface.png
ls_grotzooka_kan,turret,,,surface,graphics/maps/weapons/ls_kan_grotzooka_surface.png
,,,,,
ls_kustom_mega_blasta,turret,,,surface,graphics/maps/weapons/ls_kustom_mega_blasta_turret_base_surface.png
ls_kustom_mega_blasta,hardpoint,,,surface,graphics/maps/weapons/ls_kustom_mega_blasta_hardpoint_base_surface.png
,,,,,
ls_kustom_mega_cannon,turret,,,surface,graphics/maps/weapons/ls_kustom_mega_cannon_turret_base_surface.png
ls_kustom_mega_cannon,hardpoint,,,surface,graphics/maps/weapons/ls_kustom_mega_cannon_hardpoint_base_surface.png
,,,,,
ls_bubble_chukka,turret,,,surface,graphics/maps/weapons/ls_bubble_chukka_turret_base_surface.png
ls_bubble_chukka,hardpoint,,,surface,graphics/maps/weapons/ls_bubble_chukka_hardpoint_base_surface.png
,,,,,
ls_doomdiva_launcha,turret,,,surface,graphics/maps/weapons/ls_doomdiva_launcher_turret_base_surface.png
ls_doomdiva_launcha,hardpoint,,,surface,graphics/maps/weapons/ls_doomdiva_launcher_hardpoint_base_surface.png
,,,,,
ls_doomdiva,missile,,,surface,graphics/maps/weapons/ls_doomdiva_surface.png
,,,,,
ls_eye_of_mork,turret,,,surface,graphics/maps/weapons/ls_eye_of_mork_turret_base_surface.png
ls_eye_of_mork,hardpoint,,,surface,graphics/maps/weapons/ls_eye_of_mork_hardpoint_base_surface.png
,,,,,
ls_grot_hanger,turret,,,surface,graphics/maps/weapons/ls_grot_hanger_turret_base_surface.png
ls_grot_hanger,hardpoint,,,surface,graphics/maps/weapons/ls_grot_hanger_hardpoint_base_surface.png
,,,,,
ls_grot_bomm,missile,,,surface,graphics/maps/weapons/ls_grot_bomm_surface.png
ls_rokkit,missile,,,surface,graphics/maps/weapons/ls_rokkit_surface.png
,,,,,
ls_grot_launcha,turret,,,surface,graphics/maps/weapons/ls_grot_launcha_turret_base_surface.png
ls_grot_launcha,hardpoint,,,surface,graphics/maps/weapons/ls_grot_launcha_hardpoint_base_surface.png
,,,,,
ls_grot_rail,turret,,,surface,graphics/maps/weapons/ls_grot_rail_turret_base_surface.png
ls_grot_rail,hardpoint,,,surface,graphics/maps/weapons/ls_grot_rail_hardpoint_base_surface.png
,,,,,
ls_rokkit_launcha,turret,,,surface,graphics/maps/weapons/ls_rokkit_turret_base_surface.png
ls_rokkit_launcha,hardpoint,,,surface,graphics/maps/weapons/ls_rokkit_hardpoint_base_surface.png
,,,,,
ls_rokkit_pod,turret,,,surface,graphics/maps/weapons/ls_rokkitpod_turret_base_surface.png
ls_rokkit_pod,hardpoint,,,surface,graphics/maps/weapons/ls_rokkitpod_hardpoint_base_surface.png
,,,,,
ls_tellyporta_blasta,turret,,,surface,graphics/maps/weapons/ls_tellyporta_turret_base_surface.png
ls_tellyporta_blasta,hardpoint,,,surface,graphics/maps/weapons/ls_tellyporta_hardpoint_base_surface.png
,,,,,
ls_zzap_cannon,turret,,,surface,graphics/maps/weapons/ls_zzap_cannon_turret_base_surface.png
ls_zzap_cannon,hardpoint,,,surface,graphics/maps/weapons/ls_zzap_cannon_hardpoint_base_surface.png
,,,,,
ls_zzappa,turret,,,surface,graphics/maps/weapons/ls_zzappa_turret_base_surface.png
ls_zzappa,hardpoint,,,surface,graphics/maps/weapons/ls_zzappa_hardpoint_base_surface.png
,,,,,
ls_lasher_es,turret,,,surface,graphics/maps/weapons/ls_lasher_es_surface.png
ls_lasher_es,hardpoint,,,surface,graphics/maps/weapons/ls_lasher_es_surface.png
,,,,,
ls_megabommer_l,turret,,,surface,graphics/maps/weapons/ls_megabommer_l_surface.png
ls_megabommer_l,hardpoint,,,surface,graphics/maps/weapons/ls_megabommer_l_surface.png
ls_megabommer_r,turret,,,surface,graphics/maps/weapons/ls_megabommer_r_surface.png
ls_megabommer_r,hardpoint,,,surface,graphics/maps/weapons/ls_megabommer_r_surface.png
,,,,,
ls_scrapjet_es_l,turret,,,surface,graphics/maps/weapons/ls_scrapjet_es_l_surface.png
ls_scrapjet_es_l,hardpoint,,,surface,graphics/maps/weapons/ls_scrapjet_es_l_surface.png
ls_scrapjet_es_r,turret,,,surface,graphics/maps/weapons/ls_scrapjet_es_r_surface.png
ls_scrapjet_es_r,hardpoint,,,surface,graphics/maps/weapons/ls_scrapjet_es_r_surface.png
,,,,,
ls_smash_hamma_es_deco,turret,,,surface,graphics/maps/weapons/ls_smash_hamma_es_deco_surface.png
ls_smash_hamma_es_deco,hardpoint,,,surface,graphics/maps/weapons/ls_smash_hamma_es_deco_surface.png
,,,,,
ls_smol_rok_head,turret,,,surface,graphics/maps/weapons/ls_smol_rok_head_surface.png
ls_smol_rok_head,hardpoint,,,surface,graphics/maps/weapons/ls_smol_rok_head_surface.png
,,,,,
ls_star_krumpa_bow,turret,,,surface,graphics/maps/weapons/ls_star_krumpa_bow_surface.png
ls_star_krumpa_bow,hardpoint,,,surface,graphics/maps/weapons/ls_star_krumpa_bow_surface.png
,,,,,
ls_eagle_front,turret,,,surface,graphics/maps/weapons/ls_eagle_front_surface.png
ls_eagle_front,hardpoint,,,surface,graphics/maps/weapons/ls_eagle_front_surface.png
