id,type,text1,text2,text3,text4,text5,notes
swp_wall,SHIP,"Хотя автоматизированные боевые машины были запрещены в центральном пространстве Домена, военные дроны тихо применялись за пределами официально включённого объёма. Пограничные гарнизоны часто усиливались дрон-кораблями, а против мятежных миров их использовали особенно щедро, чтобы переломить страшный баланс истощения, противопоставляя промышленную мощь Домена жизням «борцов за свободу».

Редко встречающийся Wall — это объединение более мелких автоматизированных корпусов, обычно модулей Rampart, образующее несокрушимый заслон против врагов Домена. Wall — скорее средство устрашения, чем полноценный линейный корабль, но он отлично давит всё, что оказывается прямо перед ним. Из-за своей хаотичной конструкции Wall может развалиться на части и всё равно остаться работоспособным; на одном Wall может находиться до трёх отдельных ИИ-ядер. Ни одна мануфактура никогда не была настроена на производство этого франкенштейновского чудовища; как оно вообще появилось — полная загадка.",,,,,
swp_wall_left,SHIP,"У Wall так много резервных подсистем, что в бою он может разделиться на три части и всё равно сохранить работоспособность.",,,,,
swp_wall_right,SHIP,"У Wall так много резервных подсистем, что в бою он может разделиться на три части и всё равно сохранить работоспособность.",,,,,
swp_solar,SHIP,"Корпорация Tri-Tachyon официально отрицает существование боевого авианосца Solar — довольно парадоксальное утверждение, учитывая, что «Solar» является зарегистрированным товарным знаком Tri-Tachyon. Предположительно это был проект боевой станции, свёрнутый после начала Первой войны ИИ, однако исследователи глубокого космоса в последнее время сообщали о наблюдениях огромных автоматизированных боевых судов с несколькими полётными палубами и непревзойдённым арсеналом оружейных систем, распределённых по широкому корпусу.",,,,,
swp_hexblade,SHIP,"Тяжёлый истребитель класса Hexblade наиболее известен своим уникальным «шестигранным щитом», позволяющим ему сохранять нормальную работоспособность даже после перегрузки. Против толстой брони он слабоват, но способен надёжно удерживать огонь по самым тяжёлым противникам.",,,,,
swp_partisan,SHIP,"Крупный и внушительный истребитель, Partisan — мощная машина сопровождения, создающая почти непроницаемый оборонительный экран. Хорошо прогрызает другие истребители, но не умеет поддерживать атаку на крупные корабли.",,,,,
swp_drake,SHIP,"Опасный против всех типов целей, штурмовой перехватчик класса Drake воплощает доктрину «лучшая защита — хорошее нападение». Быстрый, мощный и хрупкий, этот так называемый «Super Talon» используется для уничтожения угрозы до её подхода, будь то истребитель, бомбардировщик, мина или ракета.",,,,,
swp_falx,SHIP,"Самодостаточный и смертоносный суперперехватчик Falx отлично подходит для точечных ударов по фрегатам и крупным истребителям. Специально оснащён для преодоления щитов и разрывания лёгкой брони, поэтому ни один истребитель не чувствует себя в безопасности рядом с Falx. В отличие от большинства машин своей эпохи, этот аппарат не имеет щита.",,,,,
swp_drone_assault,SHIP,"Базовый ударный дрон, вооружённый импульсным лазером и примечательный миниатюрным щитогенератором. ЭМИ-излучение щитогенератора создаёт помехи, ограничивая эффективную дальность действия дрона.",,,,,
swp_flakdrone,SHIP,"Тяжёлый оборонительный дрон, вооружённый флак-пушкой. При управлении специализированным узлом, таким как эскортный эсминец класса Albatross, флак-дроны могут усиливать оборону союзников на большой площади.",,,,,
swp_ray_drone,SHIP,"Продвинутый дрон, вооружённый тактическим лазером, настроенным на оборону.",,,,,
swp_sensorarray,SHIP_SYSTEM,"Мощный пакет сенсоров можно активировать, чтобы сильно увеличить дальность обнаружения и дальность оружия. Во время работы постоянно генерирует поток.",Особое,Сильно увеличивает дальность сенсоров и оружия. Генерирует постоянный поток.,,,
swp_excelsiorphase,SHIP_SYSTEM,"Корабль разрывает ткань реальности и входит в p-пространство с помощью техник, утраченных человечеством. В отличие от обычных фазовых систем, этот фазовый привод расходует поток, расходуя резервы во время работы. Сильно увеличивает скорость корабля и ремонтирует его, пока он в фазе.",Защита/Манёвр,"Корабль разрывает ткань реальности и входит в p-пространство с помощью техник, утраченных человечеством. В отличие от обычных фазовых систем, эта система расходует поток во время работы. Сильно увеличивает скорость корабля и ремонтирует его, пока он в фазе.",,,
swp_phaseshuntdrive,SHIP_SYSTEM,"Эта система перебрасывает ближайшие объекты в p-пространство, вырывая их из наблюдаемой вселенной. Генерирует поток за каждый отброшенный снаряд.",Защита,"Перебрасывает ближайшие объекты в p-пространство, вырывая их из наблюдаемой вселенной. Генерирует поток за каждый отброшенный снаряд.",,,
swp_punisherjets,SHIP_SYSTEM,"Активирует горячие рывковые двигатели, давая огромный прирост скорости и манёвренности. При слишком частом использовании системе нужно время на охлаждение. Пока система активна, корабль не может замедляться или останавливаться.",Манёвр,Толкает корабль вперёд и сильно увеличивает манёвренность. Корабль не может замедляться или останавливаться.,,"Максимальная скорость корабля увеличивается на {{100%}}, а затем дополнительно ещё на фиксированные {{100}}.",
swp_drone_sensorx1,SHIP_SYSTEM,"Развёртывает дрон, чьи бортовые сенсоры улучшают дальность оружия и сенсоров корабля. Дрон также вооружён ионной пушкой.",Дрон (хайтек),"Развёртывает дрон, улучшающий дальность оружия и сенсоров корабля. Дрон также вооружён ионной пушкой.",,,
swp_drone_ray,SHIP_SYSTEM,"Развёртывает четыре дрона, предназначенных лететь в строгом строю с кораблём-носителем. Каждый дрон вооружён тактическим лазером, настроенным на оборону. В комплекте идёт мини-фабрикатор для восполнения потерь.",Дроны (оружие),"Развёртывает четыре боевых дрона в фиксированном строю. Каждый дрон вооружён тактическим лазером, настроенным на оборону. Медленно восполняет потерянных дронов.",четыре | тактический лазер,"Эти дроны наследуют модификаторы дальности оружия материнского корабля, а также эффекты {{Усилитель высокого рассеяния}}, если он установлен.",
swp_victoryjets,SHIP_SYSTEM,"Активирует систему горячего маршевого рывка, дающую большой прирост скорости ценой манёвренности. Пока система активна, корабль не может замедляться или останавливаться.",Манёвр,Толкает корабль вперёд и снижает манёвренность. Корабль не может замедляться или останавливаться.,,Максимальная скорость корабля увеличивается на {{100}}.,
swp_phaseteleportervortex,SHIP_SYSTEM,Корабль мгновенно телепортируется в любую выбранную точку неподалёку.,Манёвр,Корабль мгновенно телепортируется в любую выбранную точку неподалёку.,,,
swp_chronoboost,SHIP_SYSTEM,"Резко ускоряет ход времени на борту корабля. При использовании генерирует значительное количество потока. В p-пространстве реагирует нестабильно, создавая странный эффект скачка времени.",Особое,Резко ускоряет ход времени на борту корабля. Во время фазы время скачком продвигается вперёд.,,"Время на борту корабля идёт максимум в {{три}} раза быстрее нормы. Во время фазы время {{останавливается}}, но деградация CR {{утраивается}}.",
swp_timeaccelerator,SHIP_SYSTEM,Быстро ускоряет ход времени на борту корабля на короткий срок. При использовании генерирует значительное количество потока.,Особое,Быстро ускоряет ход времени на борту корабля на короткий срок.,,Время на борту корабля идёт максимум в {{три}} раза быстрее нормы.,
swp_timefield,SHIP_SYSTEM,"Быстро ускоряет ход времени на борту корабля на короткий срок. Автофабрикаторы корабля модифицируют запускаемые истребители так, чтобы они тоже попадали под действие ускорения времени. При использовании генерирует значительное количество потока.",Особое,Быстро ускоряет ход времени на борту корабля и его истребителей на короткий срок.,,Время на борту корабля и его истребителей идёт максимум в {{три}} раза быстрее нормы.,
swp_invocation,SHIP_SYSTEM,Сильно увеличивает скорострельность на короткий рывок.,Атака,Утраивает скорострельность на короткий рывок.,Утраивает,,
swp_pddrones,SHIP_SYSTEM,"Развёртывает несколько оборонительных дронов, вооружённых лазерами. Им можно приказать плотно прикрывать корабль или свободно кружить вокруг него.",Дроны (хайтек),"Развёртывает четыре оборонительных дрона, вооружённых лазерами.",четыре лазерных,,
swp_ammoloader,SHIP_SYSTEM,Дополнительные сервоприводы и конвейеры боеприпасов позволяют кораблю быстро перезаряжать баллистическое оружие. Активация системы генерирует значительный поток.,Атака,Быстро перезаряжает всё баллистическое оружие. При использовании генерирует поток.,,,
swp_mine_strike_lt,SHIP_SYSTEM,Телепортирует фазовую мину в указанную область. Мина медленно отслеживает ближайшие вражеские корабли и взрывается через несколько секунд после срабатывания датчика близости.,Атака,Телепортирует мину с датчиком близости в указанную область. Каждая мина наносит 2000 ед. фугасного урона по площади.,2000 фугасного,,
swp_excelsior_derelict_unknown,CUSTOM,"Этот неизвестный корабль дрейфует в космосе и обесточен. Странно, но он выглядит совершенно неповреждённым, безупречно целым в своём бесконечном сне.",,,,,
swp_excelsior_derelict,CUSTOM,"Этот единственный в своём роде суперфрегат, наследие капитана Ли, дрейфует в космосе и обесточен. Ты наконец нашёл то, что искал.",,,,,
,,,,,,,
swp_arcade_superjet,SHIP_SYSTEM,"Даёт кораблю резкий всплеск скорости, позволяя уклоняться от снарядов.",Манёвр,"Даёт кораблю резкий всплеск скорости, позволяя уклоняться от снарядов.",,,
swp_arcade_faerievortex,SHIP_SYSTEM,"Поглощает все ближайшие снаряды, восстанавливая корпус, а затем выпускает взрыв, пропорциональный количеству поглощённого. Генерирует поток.",Защита/Атака,"Поглощает все ближайшие снаряды, восстанавливая корпус, а затем выпускает взрыв, пропорциональный количеству поглощённого. Генерирует поток.",,,
swp_arcade_faeriedisplacer,SHIP_SYSTEM,Телепортирует корабль далеко вперёд. Генерирует поток.,Манёвр,Телепортирует корабль далеко вперёд. Генерирует поток.,,,
swp_arcade_shieldbreaker,SHIP_SYSTEM,Перегружает щитовые системы всех ближайших кораблей или наносит чудовищный ЭМИ-урон кораблям без щита. Генерирует поток.,Атака,Перегружает щитовые системы всех ближайших кораблей или наносит чудовищный ЭМИ-урон кораблям без щита. Генерирует поток.,,,
swp_arcade_phasetunneler,SHIP_SYSTEM,"Корабль мгновенно телепортируется в любую выбранную точку неподалёку, нанося урон при прибытии. Генерирует поток.",Манёвр,"Корабль мгновенно телепортируется в любую выбранную точку неподалёку, нанося урон при прибытии. Генерирует поток.",,,
swp_arcade_forceburst,SHIP_SYSTEM,Отбрасывает все ближайшие объекты мощным импульсом. Генерирует поток.,Защита,Отбрасывает все ближайшие объекты мощным импульсом. Генерирует поток.,,,
swp_arcade_forceimpeder,SHIP_SYSTEM,Останавливает всё движение в большом радиусе. Генерирует значительный поток.,Защита/Атака,Останавливает всё движение в большом радиусе. Генерирует значительный поток.,,,
swp_arcade_cristariumdrones,SHIP_SYSTEM,"Развёртывает десять Prism-дронов, вооружённых мощным лучевым оружием. Пока дроны активны, материнский корабль не может работать на полной мощности.",Дроны (кристалл),"Развёртывает десять Prism-дронов, вооружённых мощным лучевым оружием. Пока дроны активны, материнский корабль не может работать на полной мощности.",,,
swp_arcade_prismaticray,SHIP_SYSTEM,"Поглощает все ближайшие снаряды, а затем выпускает взрыв, пропорциональный количеству поглощённого. Генерирует поток.",Защита/Атака,"Поглощает все ближайшие снаряды, а затем выпускает взрыв, пропорциональный количеству поглощённого. Генерирует поток.",,,
swp_arcade_sonido,SHIP_SYSTEM,"Телепортирует корабль на короткую дистанцию, но может использоваться очень быстро. Генерирует поток.",Манёвр,"Телепортирует корабль на короткую дистанцию, но может использоваться очень быстро. Генерирует поток.",,,
swp_arcade_omegadrive,SHIP_SYSTEM,ДАННЫЕ УДАЛЕНЫ,Атака/Защита,ДАННЫЕ УДАЛЕНЫ,,,
swp_arcade_wraithii,WEAPON,"Слабое, но экономичное импульсное оружие, лучше всего раскрывающееся в больших количествах.",Штурм,,,,
swp_arcade_megapulse,WEAPON,"Чрезвычайно мощное самонаводящееся импульсное оружие, способное уничтожать фрегаты одним ударом.",Огневая поддержка,,,,
swp_arcade_zerobeam,WEAPON,"Чрезвычайно мощное лучевое оружие, способное с лёгкостью разрезать даже самые крупные корабли.",Штурм,,,,
swp_arcade_zerocannon,WEAPON,Мощное самонаводящееся энергетическое оружие для точного уничтожения малых целей.,Штурм,,,,
swp_arcade_zeroannihilator,WEAPON,Это невероятное оружие выпускает сокрушительный шквал импульсов во все стороны.,Огневая поддержка,,,,
swp_arcade_empbomb,WEAPON,"Высвобождает чрезвычайно мощный ЭМИ-взрыв, перегружающий все корабли в широкой области.",Усиление,,,,
swp_arcade_godmode,WEAPON,"Окутывает Helios непроницаемым силовым полем, сбрасывая поток и останавливая весь входящий урон на десять секунд.",Усиление,,,,
swp_arcade_superhyperion,SHIP,[УДАЛЕНО],,,,,
swp_arcade_oberon,SHIP,[УДАЛЕНО],,,,,
swp_arcade_ultron,SHIP,[УДАЛЕНО],,,,,
swp_arcade_zeus,SHIP,[УДАЛЕНО],,,,,
swp_arcade_ezekiel,SHIP,[УДАЛЕНО],,,,,
swp_arcade_cristarium,SHIP,[УДАЛЕНО],,,,,
swp_arcade_zero,SHIP,[УДАЛЕНО],,,,,
swp_arcade_superzero,SHIP,[УДАЛЕНО],,,,,
swp_arcade_hyperzero,SHIP,[УДАЛЕНО],,,,,
,,,,,,,
swp_boss_hammerhead,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Эта модифицированная версия Hammerhead, в шутку прозванная Phillipshead, на самом деле является результатом объединения двух Hammerhead в один корабль. Двойное силовое ядро поддерживает впечатляющий набор вооружения.",,,,,
swp_boss_sunder,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Как гласит история, предприимчивый корабельный инженер на борту эсминца класса Sunder стала единственной выжившей после боя, в котором оба флота полностью уничтожили друг друга. Оказавшись на выведенном из строя корабле без шансов на спасение, она сумела сама запустить маршевый привод и доползти до порта. Унаследовав кредитные фонды обоих флотов из своего рокового боя, она решила полностью перестроить корабль, спасший ей жизнь, перераспределив повреждённые системы и оптимизировав изуродованную надстройку. Так родился Fracture — модифицированный Sunder, оснащённый тяжёлыми ракетными установками.",,,,,
swp_boss_tarsus,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Раздражённый командующий флотом, потерявший слишком много конвоев из-за пиратских налётов, начал самостоятельно модифицировать грузовики класса Tarsus в своих конвоях, резко усиливая их огневую мощь. Так появился Carpal: его, возможно, трудно обслуживать, но зато пираты, решившие подойти, оставят после себя немало припасов для сбора.",,,,,
swp_boss_medusa,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Gorgon — результат безумного эксперимента по вживлению фазового телепортера Hyperion в корпус Medusa. Против всех ожиданий, с десятой попытки это сработало! Результатом стал невероятный ударный корабль, способный свободно менять позицию на поле боя.",,,,,
swp_boss_mule,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Pony — крайне сильно модифицированный боевой грузовик класса Mule с кричащей раскраской. Это настоящий Q-ship: у него есть отсек для дронов Terminator, выдранный из класса Tempest (без излучателя Termination Sequence), лобовой Tachyon Lance и общие улучшения силового ядра.",,,,,
swp_boss_phaeton,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Издали Clymene выглядит как ржавый старый танкер класса Phaeton, подлатанный жвачкой и канцелярскими скрепками. Однако под этой неприметной оболочкой скрывается полностью вооружённая и готовая к бою военная машина, только и ждущая момента наброситься на добычу. Этот мастерски модифицированный Phaeton улучшен по всем направлениям до полноценной боевой машины, включая пару замаскированных пушек Mjolnir.",,,,,
swp_boss_falcon,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Несколько циклов назад один отколовшийся элемент из известной кораблестроительной корпорации украл только что собранный лёгкий крейсер класса Falcon и исчез с ним в неизвестном направлении. Со временем находившиеся на борту инженеры улучшили корабль модифицированным вариантом temporal shell от Scarab. Теперь Raptor — грозный противник на поле боя, превосходящий даже крейсер класса Eagle.",,,,,
swp_boss_aurora,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Aurora и так смертельно опасна как быстрый ударный крейсер, но эта модификация Dawnstar уводит её ещё дальше. Большая часть улучшений сводится к переработанной надстройке для оптимизации дуг турелей и интеграции swarmers по бортам, но настоящая сила корабля — в усиленном лобовом залпе.",,,,,
swp_boss_odyssey,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Много циклов назад недовольный руководитель Tri-Tachyon, уставший от застывших проектов и нехватки финансирования, переманил лучших корабельных техников и сбежал с новым корпусом Odyssey. После ухода в самоволку этот флагман постепенно модифицировали и улучшали блестящие умы на борту, резко увеличив ёмкость потока, переработав истребительные ангары и усилив комплект вооружения. Корпорации Tri-Tachyon до сих пор не удалось вернуть свой корабль.",,,,,
swp_boss_atlas,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Уникальное издевательство над корабельным дизайном: Leviathan выглядит как непреднамеренный хаос. Вероятно, построенный прямо поверх боевых шрамов, этот одноразовый класс благодаря дополнительным конструкциям и модулям едва-едва дотягивается до военного стандарта. Имея не одну, а сразу четыре палубы и впечатляющий ракетный арсенал, Leviathan — спящий монстр.",,,,,
swp_boss_brawler,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Boxer, кажется, был создан кем-то, кто решил, что тяжёлой батарее Brawler не хватает настоящего удара. И хотя базовый корабль сам по себе впечатляет, Boxer выводит идею на новый уровень, получая полноценный крупный хардпойнт ради максимальной артиллерийской мощи.",,,,,
swp_boss_cerberus,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. В отличие от большинства уникальных модификаций, Hades — удивительно чистая переработка боевого грузовика класса Cerberus. Damper Field, более крупное оружие и даже дроновый отсек — неудивительно, что владелец Hades все эти годы оставался в безопасности.",,,,,
swp_boss_lasher_r,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Делая ставку на броню и традиционную огневую мощь, Salamander — укреплённая переработка фрегата класса Lasher. В дополнение к этим изменениям щитовая система была заменена демпфирующим полем. Salamander обычно встречается в паре с Undine.",,,,,
swp_boss_lasher_b,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Ставя на силу щита и философию дизайна эпохи Expansion, Undine — проворная переработка фрегата класса Lasher. В рамках этих изменений устаревший ускоренный питатель боеприпасов был заменён ЭМИ-генератором. Undine обычно встречается в паре с Salamander.",,,,,
swp_boss_eagle,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Скорее персонализация, чем простое улучшение: Kingfisher — крейсер класса Eagle, специализированный на преследовании и уничтожении. Благодаря компоновке оружия, идеально подходящей для быстрых ударов, и модифицированному приводу, оптимизированному под рывки ускорения, Kingfisher стал причиной множества заявок на награды.",,,,,
swp_boss_dominator,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Emperor — фирменная версия Dominator; как и Boxer, она делает ставку на максимальную живучесть, а не скорость. Заменив burn drive на систему демпфирующего поля, этот крейсер стал несокрушимой силой на поле боя.",,,,,
swp_boss_euryale,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Как и прочие корпуса Omega Stealth, Euryale практически неизвестен. Всё, что мы знаем: это улучшенный корабль класса Medusa, оснащённый тем же типом продвинутой брони, что и Shade, и благословлённый фазовыми катушками.",,,,,
swp_boss_shade,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Как и прочие корпуса Omega Stealth, Tenebris практически неизвестен. Всё, что мы знаем: это улучшенный корабль класса Shade, благословлённый продвинутыми фазовыми возможностями.",,,,,
swp_boss_afflictor,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Как и прочие корпуса Omega Stealth, Tormentor практически неизвестен. Всё, что мы знаем: это улучшенный корабль класса Afflictor, благословлённый продвинутыми фазовыми возможностями.",,,,,
swp_boss_doom,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Как и прочие корпуса Omega Stealth, Lucifer практически неизвестен. Всё, что мы знаем: это улучшенный корабль класса Doom, благословлённый продвинутыми фазовыми возможностями.",,,,,
swp_boss_beholder,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. В процессе случайного применения модификаций к чертежу класса Beholder — так называемого «code-hacking» — один инженер сорвал джекпот: дроновая автофабрика начала производить фазовые копья вместо тактических лазеров. Вскоре после этого отважный стажёр застрелил инженера и украл прототип Elder Orb.",,,,,
swp_boss_dominator_luddic_path,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Луддический Путь хорошо известен любовью к потрёпанным кораблям, переделанным под войну. Здесь эта идея доведена до крайности: редкий Pather Dominator — судно войны, использование которого большинство путников считает ересью. Немногие корабли способны пережить ту чистую самоубийственную огневую мощь, которую может выдать это чудовище.",,,,,
swp_boss_onslaught_luddic_path,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Большинство последователей Луддического Пути предпочитают отрицать существование этого корабля. Символ мощи Гегемонии был превращён в артефакт священной войны, ограниченный лишь воображением тех, кто им управляет.",,,,,
swp_boss_paragon,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Zeus объединяет самые современные и лучшие из доступных технологий в одном корпусе класса Paragon. Слухи о его возможностях время от времени всплывают, но исчезающе мало людей встречали его в бою и выживали, чтобы рассказать об этом.",,,,,
swp_boss_onslaught,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Немногие корабли страшнее Ares — улучшенного Onslaught, благословлённого длинной чередой заботливых владельцев. Со временем этот древний корпус многократно перестраивался, и каждый новый хозяин оставлял на нём свой личный след.",,,,,
swp_boss_conquest,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Nike — улучшенный корабль класса Conquest с мощным арсеналом оружия смешанных типов.",,,,,
swp_boss_frankenstein,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Собранный из оставшихся частей самых разных кораблей, Frankenstein представляет экзистенциальную угрозу для любого, кто попытается бросить ему вызов. Двигатели от Onslaught, орудия от Vindicator, ракеты от Gryphon и секции многих других корпусов — этот ужасный корабль вооружён до зубов.",,,,,
