name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
#Абордажный крюк,rat_grappling_hook,2,,2000,1000,,0,,25,30,0,,,,KINETIC,55,,0,3,1,0.15,0,0,0,15,,600,,,30,,,,"rat_abyssals, no_sell, no_dealer, restricted, kinetic15",,Бездонные,,Против щитов,,,,,"%s
Попадания по корпусу или броне добавляют цели заряд %s. Каждый заряд действует %s секунд и увеличивает урон, получаемый корпусом и броней, на %s. На корабле может быть не более %s зарядов.",Пространственная нестабильность | нестабильность | 3 | 0.5% | 30,,,,901
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Exo Decos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Положение экзо-катушки,rat_exo_coil_location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Положение экзо-фазового следа,rat_exo_phase_trail_location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
След экзо-истребителя,rat_exo_fighter_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide_in_codex,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левая крышка Arkas,rat_arkus_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Arkas,rat_arkus_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Левый декор Arkas,rat_arkas_deco_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правый декор Arkas,rat_arkas_deco_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левая крышка Tylos,rat_tylos_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Tylos,rat_tylos_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левое крыло Hypatia,rat_hypatia_wing_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правое крыло Hypatia,rat_hypatia_wing_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Левая носовая часть Hypatia,rat_hypatia_front_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая носовая часть Hypatia,rat_hypatia_front_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левое крыло Gilgamesh,rat_gilgamesh_wing_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правое крыло Gilgamesh,rat_gilgamesh_wing_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Левая крышка Gilgamesh,rat_gilgamesh_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Средняя крышка Gilgamesh,rat_gilgamesh_cover_mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Gilgamesh,rat_gilgamesh_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
