id,type,text1,text2,text3,text4,notes,Column 08,Column 09,Column 10
ls_krima_es,SHIP,"По-настоящему правильная тачка для бойзов, которые хотят возить большую дакку со стилем! Кто сказал, что с пушками надо ползать как сквиг-улитка? Правда, за такое придется заплатить.

Krima - еще один экспериментальный доминионский прототип, найденный Bad Moonz и оркофицированный под их нужды. Орки даже прикрутили к Krima элементы реакторной схемы Apeiron. Под орочьими переделками скрывается мощный и изящный ударный фрегат с сильной энергетикой.

Конструкция настолько понравилась оркам, что Evil Sunz специально ходили ее ""добывать"" у Bad Moons. Но эти варианты не смогли восстановить продвинутые реакторы bad moons и вместо этого компенсировали недостаток просто большими жирными двигателями. Зато свою версию они дополнительно усилили встроенными ракетными модулями.",,,,,,,
,,,,,,,,,
ls_phaeton_es,SHIP,"Даже лучшему флайбоссу нужно держать бойзов на топливе, а лучшим мекбоям нужен хороший запас красной краски, чтобы все летало быстрее. Эти хумийские танкеры дают и то и другое, а после того как мы утащили топливо, внутри еще и место нашлось для нормальной дакки!

Если другие орки чаще охотятся за рудами или техничными габбинзами, то Evil Sunz предпочитают топливные конвои - буквально чтобы подпитывать свою ненасытную жажду мчаться по звездам на бешеной скорости. Многие танкеры, каким-то чудом пережившие такие рейды, переделываются в тяжелые эсминцы с удивительно внушительной огневой мощью. Их топливные баки частично перепрофилируют под тяжелое вооружение и даже эскадрилью флайбойзов. Эти корабли служат более тяжелым резервом для легких и быстрых ударных машин Evil Sunz и являются одними из немногих медленных судов, которыми Evil Sunz вообще соглашаются управлять.",,,,,,,
ls_scrapjet_es,SHIP,"Мы бьем их даккой и бомбами, а потом возвращаемся на второй заход раньше, чем они поймут, что вообще произошло!

Большинство Evil Sunz терпеть не может таскать бомбы на огромном мега-боммере или тяжелом крюзере, медленно ползущем по космосу. Поэтому их любимый ударный аппарат - корабль размером с эсминец. Как и у многих судов Evil Sunz, здесь стоит переразмеренный топливный бак, чтобы машина не сдувалась, пока носится по Сектору, и встроенный массивный огнемет для использования этого топлива. Корабль также имеет достойную носовую огневую мощь и вместительный бомбоотсек, но ограничен хрупкой рамой, типичной для кораблей Evil Sunz.

Несмотря на явно орочью сборку, эти машины удивительно элегантны, из-за чего некоторые подозревают, что при проектировании орки могли вдохновляться кем-то с куда большей технологической... утонченностью.",,,,,,,
ls_drilla_es,SHIP,"Вот это уже нормальная дрилла! Быстрая, дед крепкая и с большой даккой, чтобы пробивать себе путь! Лучшей тачки и желать нельзя!

Только орки могли всерьез продвигать идею рукопашного боя в космосе, и тараны класса Gouga - образцовый пример этого безумного подхода. Тяжело бронированные и вооруженные, они пробиваются к выбранной цели и начинают с пугающей скоростью выгрызать даже самую толстую броню. Отсутствие щитов делает лобовую атаку на капитальные корабли обычно бесперспективной (но это орков никогда не останавливало), и любой линкор, в корпус которого вонзился такой аппарат, обычно слишком поздно понимает, насколько все плохо.",,,,,,,
ls_terror_es,SHIP,"Для всех бойзов, кому не достались самые быстрые корабли: эта штука может перевезти их толпу и разнести хумийские форты, чтобы ты добрался до всех блестящих габбинзов.

Метко названный класс Terror - это орочий корабль наземного штурма, созданный для доставки крупных орочьих сил на цели рейда. Эти громоздкие суда популярны у разных кланов и ненавидимы армиями Сектора. Чтобы лучше выполнять задачу, корабли довольно тяжело бронированы (для корабля Evil Sunz) и набиты тяжелыми орудиями и автопушками для подавления сопротивления на земле. В тесный ангар также впихнуто несколько тяжелых штурмовых шаттлов Landa для отдельных высадок.",,,,,,,
ls_terror_es_cv,SHIP,"Коробка для всех твоих флайбойзов, получше той, на которой ты раньше летал. Только смотри, чтобы у тебя были нормальные самолеты, а то на этой коробке самой дакки - на гретчина не хватит.

Метко названный класс Terror - это орочий корабль наземного штурма, созданный для доставки крупных орочьих сил на цели рейда. Громоздкий транспорт отлично подходит для переделки в авианосец и способен нести приличное количество орочьих летательных аппаратов для боев и на земле, и в космосе, но для орочьего корабля сам по себе вооружен слабо.",,,,,,,
ls_hellsquig_es,SHIP,"Каждому меку нужна нормальная тачка, чтобы показать, что он реально чего-то стоит перед боссом, и эта показывает как надо! До модных крюзеров не дотягивает, но дакка как у них, и бусты нормальные, чтобы еще и этих гитов перегонять! Плюс место для всех хитрых мек-габбинзов, чтобы сделать ее еще смертоноснее!

Hell Squig - по сути обломок или недостроенный Smash Hamma krooza, который мек превратил в личный проект. Сохранив ""голову"" smash hamma, корабль дополнительно кастомизирован под очень гибкие конфигурации вооружения, подкрепленные мощными генераторами и впечатляющей скоростью при активации корабельной системы.",,,,,,,
,,,,,,,,,
ls_flame_rumbla_es,SHIP,"Эта махина возит весь ""сок"" босса, пока он там ломает головы, и тебе лучше не продырявить его топливный кувшин, когда он вернется! Хотя глотнуть можно, хр-хр.

Даже Evil Sunz вынуждены признать, что для их безумного расхода топлива иногда нужна хотя бы какая-то логистическая поддержка. Даже самый отбитый флайбой иногда понимает, что нужно место, где можно ""дозаправиться"" или хотя бы ""взять новую тачку"". Но даже те, кто согласен сидеть на более крупном и тяжелом корабле, не будут мирно торчать в тылу как какой-нибудь haula. Экипажи этих самодельных скрап-риг усиливают станцию всем хламом, который найдут, и ставят тяжелые splasha-орудия, напрямую связанные с топливными баками через мощные насосы.

В итоге получается смертоносный ближнебойный крюзер, который роль ""огневой поддержки"" понял, пожалуй, слишком буквально.",,,,,,,
ls_eagle_es,SHIP,"Не такой крепкий, как некоторые другие крюзеры, но этот реально убойный. Флайбойзы, жадные гиты, проделали в нем здоровые дыры - теперь места под дакку меньше, зато больше пусковых туб для их игрушек!

Быстрый и мощный Eagle закономерно привлекает орочьих лутеров, а захваченные экземпляры обычно становятся гордостью флота варбосса. Эта версия у Evil Sunz переделана в боевой авианосец, известный как Terror Krooza: такие машины наводят ужас на торговые линии, потому что могут буквально извергать удивительно большие пачки fighta и bomma по требованию, при этом сохраняя заметную огневую мощь базового Eagle.",,,,,,,
ls_smash_hamma_es,SHIP,"Хумийский молотобот и так с даккой, но мы сделали его больше и лучше! Летает по-настоящему быстро, а мек так сильно его кастомизировал, что ты можешь выбрать любую любимую дакку, босс!

Грубая имитация Hammerhead, собранная из лутаных частей, неожиданно получилась весьма способным боевым кораблем и стала предметом гордости меков Evil Sunz, которые ее разработали. Переразмеренный и настроенный кастом-двигатель делает этот крейсер очень быстрым для своего класса, а каждый экземпляр глубоко перерабатывается меками под разные схемы вооружения, хотя чаще всего сборка уходит в тяжелую баллистику.",,,,,,,
,,,,,,,,,
ls_skarfist_es,SHIP,"Не самый быстрый, какой можно достать, но кто-то же должен тащить большую дакку! Для боссов, которым нужен крупный вагон для перевозки бойзов и пушек, но без слишком сильного отставания.

Evil Sunz не любят капитальные корабли из-за их обычно низкой скорости. Но орки есть орки: от соблазна ""больше значит лучше"" им не уйти. Эти battlekroozer, собранные из множества обломков, не совсем тянут на настоящие капиталы, зато отлично работают как мобильная база для банды Evil Sunz, обеспечивая критично важную ракетную, летную и артиллерийскую поддержку. Встроенные sola-flare орудия особенно хороши в расчистке пути для флайбойзов Evil Sunz.",,,,,,,
ls_star_krumpa_es,SHIP,"Самый большой и самый злой босс имеет самый большой и самый злой крюзер! Так мы покажем всем прочим гитам и хумиям, кто тут главный! Он летит быстро и кромсает еще сильнее! Чего, хочешь такой себе? Обломись!

С учетом хаотичной и кровавой жизни зеленокожего капитана его любимый корабль редко живет достаточно долго, чтобы стать чем-то большим, чем куча salvage-хлама. Но со временем успешные варбоссы могут отстроить свою тачку в по-настоящему жуткую машину из трофеев, добытых в победных боях. Орки питаются победой и растут с каждым триумфом - их крюзеры отражают это. Крупнейшие и успешнейшие из них уже почти не напоминают какой-либо корабль Персеанского Сектора, но от этого не становятся менее смертоносными.

Тип battle-kroozer Star Krumpa делает ставку на экстремальную скорость и тяжелую баллистическую мощь, жертвуя защитой лишь немного. Для многих капитанов крейсеров это приговор: в лоб выдержать такого монстра они не могут, а среагировать и уйти от его рывка скорости - не успевают. В прямой схватке его чистая огневая мощь способна тягаться даже с капитальными кораблями флотов Сектора. Эта версия Evil Sunz меняет часть огневой мощи на еще более впечатляющую скорость и небольшой ангар.",,,,,,,
,,,,,,,,,
ls_attack_fighta_es,SHIP,"Ни одна нормальная флаймоба не обойдется без эскадрона attack fighta. От сбивания хумийских боммеров, которые хотят проделать дырку в новой блестящей тачке босса, до пробивания дыр в хумийских кораблях для абордажников - они умеют все!

Attack fighta - один из самых распространенных орочьих штурмовиков у кланов и пиратов. Версия Evil Sunz делает упор на догфайт и несет больше шут, чем другие варианты. Против крепких целей им недостает мощи, но как помеха для вражеских стрелков ПВО и инструмент давления на щиты они очень неприятны.",,,,,,,
ls_fighta_bomma_es,SHIP,"Бей их жестко, бей низко и дай им побольше Дакки.

Fighta Bommer - одни из самых грозных и универсальных орочьих штурмовиков. В версии Evil Sunz сделан упор на высокую скорость и ракетные блоки: отдельный боеприпас слабее, но за счет объема огня они все еще способны угрожать средним кораблям, а шуты помогают в борьбе с вражескими истребителями. Неудивительно, что на Fighta-Bommer летали некоторые из самых знаменитых орочьих эскадрилий и асов.",,,,,,,
ls_kan_es,SHIP,"Killa Kan - боевой мех, созданный путем кибернетического подключения гретчина к бронированной ""банке"". Эти мехи дают мелким зеленокожим больше огневой мощи и живучести, чем у всех, кроме самых мощных истребителей Сектора. Этот вариант оснащен chain choppa и skorcha, что делает его смертельно опасным в ближнем бою против большинства целей.

""Йар! Кто теперь самый большой и самый злой, а? Я вам покажу, покажу вам всем!",,,,,,,
ls_blitza_bomma_es,SHIP,"ВАААААГХ!!! БЫСТРЕЕЕЕ!!!! ВАААААГХ!!! Ой-ой....

Не желая летать на медленном тяжелом боммере, speed freak из Evil Sunz предпочитают метко названный blitza-bomma, который ныряет на вражеский корабль на запредельной скорости, сбрасывает нагрузку и уходит вверх в последний момент... или вообще не уходит. Флоты Сектора быстро поняли, что плотный дальний флак-экран - обязательное условие, чтобы остановить этих безумцев до сближения.",,,,,,,
ls_drillakilla_es,SHIP,"Мы не дадим канам веселиться одним, теперь и мы будем сами делать дырки!

Только орки могли догадаться поставить пару штурмовых буров на штурмовик: эти корпуса почти целиком заточены под питание двух огромных буров, летящих на бешеной скорости в сторону вражеских кораблей. Как и blitza bommer, такие аппараты при повреждениях нередко врезаются прямо в цель.",,,,,,,
ls_deff_dread_es,SHIP,"Это тебе не мелкий Killa Kan, так что готовься быть раскромсанным, все вы, гроты! Это не Killa Kan!

Deff Dread - тяжелобронированный боевой мех, которым управляет орк, кибернетически вшитый в тяжелую металлическую ""банку"". Минус такого решения - это, собственно, жизнь в темной тесной банке. Что, очевидно, делает пилотов Deff Dread еще более безумными, а сами эти мехи - куда более опасными против широкого спектра целей.

Одержимые скоростью Evil Sunz еще сильнее бесятся от того, что их заживо запечатывают в металлическую банку, поэтому эта версия полностью заточена на рвать и кромсать цель в ближнем бою, будучи вооруженной пугающим набором оружия ближнего боя и спаренным skorcha.",,,,,,,
,,,,,,,,,
# Bad Moon,,,,,,,,,
ls_wolf_bm,SHIP,"Мелкая, но дед-убойная штука у меня тут. Апгрейднул новейшим мековским теллипортой вместо того хумийского панси-габбинза. Теперь можешь выходить в зад любому гиту и взрывать ему сквиг-отсек!

Продвинутые Wolf обычно не слишком популярны у других орочьих кланов из-за сложности обслуживания. Но красивые энергетические пушки и теллипорта - ровно то, что нужно Bad Moons. Вооруженный до зубов ракетами и всякой яркой даккой, этот маленький фрегат - любимец рейдеров Bad Moons.",,,,,,,
ls_wayfarer_bm,SHIP,"Теперь у хи-ги-монийских хумийских кораблей есть правильная блестящая дакка, и ты можешь получить свою всего за чуть-чуть сверкающих габбинзов. С этой бластой ты точно быстро отобьешь вложения!

Переделанный лутаный грузовик, почти целиком посвященный установке и питанию лутаной thermal pulse cannon, снятой с разбитого Onslaught. Корпус Wayfarer сравнительно живуч и неплохо вооружен, но не заблуждайся: его единственный настоящий козырь против толкового противника - именно TPC. И когда ее применяют правильно, враги орков быстро понимают, что за вычурной внешностью bad moons скрывается противник, которого лучше не недооценивать.",,,,,,,
ls_centurion_bm,SHIP,"Самый крепкий фрегат, какой мы можем залутать, и дакка у него по всем сторонам. Для твоих лучших 'ардбойзов - чтобы всякая мелочь не лезла к заднице босса!

Живучий Centurion - определенно один из самых сильных фрегатов в орочьем арсенале. Им часто командуют 'ардбойзы варбосса или доверенные нобы, работая чем-то вроде телохранителей крупных военных кораблей. Вариант Bad Moons несет впечатляющий огонь от двух средних турелей и хорош как эскорт огневой поддержки.",,,,,,,
ls_bromen_bm,SHIP,"Самый блестящий заппа у меня тут, и крепкий, и убойный, не то что те хумийские панси-заппы. Но встанет тебе недешево.

Продвинутый фрегат, который, похоже, основан на давно забытом исследовательском проекте по совмещению ЭМИ-излучателя Omen с прочным корпусом и огневой мощью Brawler. Вполне вероятно, что орки просто скормили найденные непонятно где обрывки данных в фабрикатор и ""подправили"" результат. В итоге получился очень сильный фрегат даже по меркам Сектора: сбалансированные огонь и живучесть плюс мощное встроенное заппа-поле.

Кроме того, мощный генератор - ядро исходной концепции - имеет дополнительный потенциал, который орки могут кустарно раскрыть, повышая наступательные возможности корабля ценой защиты.",,,,,,,
ls_aperion_bm,SHIP,"Самая пафосная тачка до крюзера, и с бластой и заппой дерется как крюзер! С самым накрученным генератором, какой бойзы нашли, и лучшей теллипортой пора показать прочим гитам, кто тут реально самый блестящий!

Похоже, орки вытащили этот высокотехнологичный проект ганшипа из какого-то древнего исследовательского хранилища и довели его своей инженерией. Фрагменты данных, поднятые с уничтоженных экземпляров, указывают, что Apeiron был неудачным прототипом на этапе разработки продвинутого ганшипа Hyperion. Этот вариант имеет лучшую живучесть, но почти по всем прочим параметрам уступает. Владеть такой блестящей машиной - предмет особой гордости любого большого мека.

Часть оригинального проекта была завязана на так называемый Apeiron Drive, который вроде бы давал постоянную слабую temporal shell вокруг корабля, но ценой примерно четверти мощности реактора, из-за чего проект и закрыли. Орочьи меки, работающие над этим кораблем, сильно изуродовали привод, но часть его свойств можно воспроизвести, если перенаправить мощность от сильной щитовой системы.",,,,,,,
ls_basilisk_bm,SHIP,"То, что он не такой большой, как крюзеры, не значит, что он не держит удар как крюзер! Тут какое-то специальное силовое поле, которое режет любую дакку, а все ракеты рядом летят как пьяные. И еще какой-то перекрученный искатель-гитов, так что твоя дакка отлично выносит флайгитов!

Неясно, как bad moons удается добывать столько чертежей высокотехнологичных прототипов для своего флота, но результат такой: эти орки могут выставлять удивительное количество хай-тек конструкций с очень необычными корабельными системами. Basilisk берет технологию temporal shell от Scarab и применяет ее в обороне, создавая темпоральный разлом, который заметно гасит силу входящих попаданий и одновременно ускоряет время вокруг корабля. Удар от активации системы также способен сбивать с толку ракеты рядом с кораблем, что делает его отличным вариантом и для эскорта, и для легких ударных ролей.",,,,,,,
ls_glimmer_bm,SHIP,"Удобные они, эти мелкие ребята. Блестящие штуки делают всю мек-работу за тебя, так что можно сосредоточиться на по-настоящему веселом - например, поставить на этот корабль самую большую бласту!

Сам факт, что такие грубые существа, как орки, способны использовать ""автоматизированные"" боевые корабли, для экспертов Персеанского Сектора выглядит абсурдом. И все же технологический потенциал этих существ снова превзошел ожидания. Корабли уже не полностью автономны, но остаются смертоносными, потому что снимают многие слабости обычных орочьих экипажей.

В данном случае лутаный Glimmer развивает свою исходную роль огневой поддержки дальше, используя большой энергетический слот для выдачи тяжелого дальнобойного огня, впечатляющего даже по меркам ИИ-фрегата.",,,,,,,
ls_squighawk_bm,SHIP,"Какой смысл летать быстро, если бьешь как пансигит? Нужна нормальная бум-туба с нормальной даккой!

Squighawk - орочий скрап-фрегат, известный возможностью ставить два средних оружия и тяжелую торпедную трубу blasta, что делает его смертоносным ударным фрегатом с довольно впечатляющей скоростью. Его сдерживает ограниченная гибкость, но в остальном это типичный пример орочьей одержимости разрушением и скоростью.",,,,,,,
ls_krima_bm,SHIP,"По-настоящему правильная тачка для бойзов, которые хотят возить большую дакку со стилем! Кто сказал, что с пушками надо ползать как сквиг-улитка? Правда, за такое придется заплатить.

Krima - еще один экспериментальный доминионский прототип, найденный Bad Moonz и оркофицированный под их нужды. Орки даже прикрутили к Krima элементы реакторной схемы Apeiron. Под орочьими переделками скрывается мощный и изящный ударный фрегат с сильной энергетикой.

Эта версия имеет вполне достойные щиты, которыми при необходимости можно пожертвовать ради еще большей мобильности и огневой мощи, ускоряя течение времени на борту.",,,,,,,
,,,,,,,,,
ls_mule_bm,SHIP,"Нормальный дестроя для любого босса, который хочет лупить цели покрупнее жалких шаттлов и при этом не огрести. Дакка не самая большая, зато он дед крепкий: бусты побольше, чтобы догонять хумийские корабли, и места под лут навалом! Только не строй из себя флэшгита перед одним из тех больших вагонов.

Mule - популярная добыча у орков, как и у человеческих пиратов Сектора, благодаря боевым качествам и вместительному трюму. Лутаная версия получила прибавку скорости, позволяющую догонять большинство торговых целей; версия Bad Moons несет несколько турелей и тяжелую броню, за счет чего способна кошмарить большинство эскортных фрегатов, пока пробивается к призу. Но против целей выше своего класса такие суда обычно слабеют: для орочьего корабля вооружение у них все-таки относительно легкое.",,,,,,,
ls_gold_tooth_bm,SHIP,"Крепкая посудина, чтобы как следует таскать всех твоих флайбойзов и габбинзы. Дакки хватит, чтобы отогнать гитов, что положили глаз на твой хлам, но лучше, чтобы рядом были и другие бойзы с большой пушкой.

Эти боевые грузовики, собранные из обломков Mule и Venture, служат очень живучими транспортами груза, которые одновременно могут работать авианосцами. Большинство нобов Bad Moons, конечно, предпочло бы что-то более хай-тек и блестящее, но флот таких кораблей дает конвоям bad moon исключительную обороноспособность благодаря тяжелой броне, демпфирующему силовому полю и возможности выпускать приличное число истребителей. В прямом же лобовом бою им обычно есть что желать.",,,,,,,
ls_stheno_bm,SHIP,"Самый модный мековский эсминец, какой только можно достать: летает почти по-фазному, чтобы завистливые гиты из Evil Sunz лопнули от злости, и с таким количеством заппов, что никто не пропустит, как ты ломаешь головы этой штукой!

Stheno - отбракованный прототип черных операций эпохи Доминиона. Его фазовые возможности в итоге уступили общей универсальности Medusa, и проект закрыли. Орки, разграбившие старые доминионские лаборатории на Назбаде, сумели поднять этот прототип вместе с другими неудачными образцами и приспособили их под свои нужды.

Stheno - достаточно хорошо бронированный корабль с высокопроизводительным реактором. Фазовую систему снова выдрали и заменили мощными двигателями, которые на полной тяге буквально ускоряют течение времени на борту, создавая иллюзию фазового эффекта, так полюбившегося оркам.

Избыточные энергетические выбросы от перегруженных ""phas-движков"" на Stheno дополнительно превращены в оружие: по корпусу установлено кольцо заппа-стержней, постоянно испускающих волны энергопотрясения, смертельные для малых аппаратов и ракет и способные выводить из строя вооружение более крупных целей. Это с лихвой компенсирует слабое ПВО-прикрытие корабля.",,,,,,,
ls_mudfish_bm,SHIP,"Mudskippa? Ты меня за какого-то хумийского грузовозчика держишь? Это нормальный флэш-дестроя, с нормальной броней, нормальной даккой и нормальной блестящей клешней, чтобы снести тебе лицо, если еще раз будешь ржать над моей тачкой!

Да, это действительно mudskipper. Но в типичной манере bad moon ни один уважающий себя флэшгит не поедет на транспорте, который не стоит и сопли. После чрезмерной переделки этот эсминец способен драться на равных с базовыми эсминцами Сектора, имея эффективные, хоть и несколько ограниченные, варианты вооружения.",,,,,,,
ls_dazzle_bm,SHIP,"Один из кораблей, залутанных у больших гладкомозглых. Не самый быстрый, зато с нормальным запасом ""сока"", чтобы питать всякие бласты! Эти гладкомозги даже сделали так, что бласты летят ровнее!

Один из крупнейших дрон-кораблей под орочьим контролем: исходный корпус существенно перестроен, а ИИ-ядро либо подавлено, либо вообще заменено на киборка. Такие суда дают неожиданно высококлассный эсминец, сочетающий точность ИИ с орочьей огневой мощью; их результативность превосходит большинство линейных эсминцев флотилий Сектора. Впрочем, позволить себе такой редкий лут может лишь самый богатый варбосс.",,,,,,,
,,,,,,,,,
ls_blasta_pod_bm,SHIP,"Босс, я понял! Если бласта продолжает взрывать корабль, на котором стоит, значит надо дать ей стрелять снаружи корабля!

Расточительное, но, если подумать, вполне ""разумное"" решение проблемы мегабласт-оружия. Лутаный шахтерский дрон переделывают и усиливают под одну мегабласту с ограниченным боезапасом. Эти дроны могут выдать смертоносный огонь, если им дадут полностью отстреляться... если только они не рванут раньше. Только Bad Moons могут позволить себе так транжирить свои модные бласты.",,,,,,,
ls_attack_fighta_bm,SHIP,"Ни одна нормальная флаймоба не обойдется без эскадрона attack fighta. От сбивания хумийских боммеров, которые хотят проделать дырку в новой блестящей тачке босса, до пробивания дыр в хумийских кораблях для абордажников - они умеют все!

Attack fighta - один из самых распространенных орочьих штурмовиков у кланов и пиратов. Эти крепкие аппараты оснащены тяжелыми шутами и крупнокалиберной пушкой, что позволяет им справляться с большинством вражеских истребителей и фрегатов. Fighta Bad Moons предпочитают использовать свои модные ракеты для дальнего боя по истребителям и в целом живучее большинства других орочьих вариантов, но платят за это меньшей эффективностью в классическом догфайте.",,,,,,,
ls_fighta_bomma_bm,SHIP,"Бей их жестко, бей низко и дай им побольше Дакки.

Fighta Bommer - одни из самых грозных и универсальных орочьих штурмовиков. Вариант Bad Moon тяжелее и неповоротливее, но несет печально известную grot bomm, что делает его очень эффективным против крупных боевых кораблей противника, сохраняя при этом некоторую способность отбиваться от перехватчиков. Неудивительно, что на Fighta-Bommer летали некоторые из самых знаменитых орочьих эскадрилий и асов.",,,,,,,
ls_kan_bm,SHIP,"Killa Kan - боевой мех, созданный путем кибернетического подключения гретчина к бронированной ""банке"". Эти мехи дают мелким зеленокожим больше огневой мощи и живучести, чем у всех, кроме самых мощных истребителей Сектора. Вариант Bad Moon оснащен kustom shoota и kan rokkit launcha, что дает ему хорошую дальнобойную огневую мощь.

""Йар! Кто теперь самый большой и самый злой, а? Я вам покажу, покажу вам всем!",,,,,,,
ls_deff_dread_bm,SHIP,"Это тебе не мелкий Killa Kan, так что готовься быть раскромсанным, все вы, гроты! Это не Killa Kan!

Deff Dread - тяжелобронированный боевой мех, которым управляет орк, кибернетически вшитый в тяжелую металлическую ""банку"". Минус такого решения - это, собственно, жизнь в темной тесной банке. Что, очевидно, делает пилотов Deff Dread еще более безумными, а сами эти мехи - куда более опасными против широкого спектра целей.

Версия Bad Moons - редкий пример полностью дальнобойного deff dread. Это не делает пилотов менее отмороженными: машина способна перегружать и без того нестабильное оружие ради еще большего урона.",,,,,,,
,,,,,,,,,
ls_venture_bm,SHIP,"Варбоссу, который хочет крушить черепа, нужен крюзер, а этот хумийский крюзер - один из их любимчиков. Как только мы сделали его по-орочьи правильным, он стал дед крепким и с кучей дакки - все, что надо от крюзера. Не слушай гитов, которые ноют, что в нем нет модных габбинзов: только пансигиты нуждаются в мек-цацках, чтобы выбивать хумиям зубы!

Класс Venture - один из самых распространенных крейсеров у малых сил Сектора, поэтому именно они чаще всего становятся добычей крупных орочьих рейдов. В итоге лутаные Venture превратились в самые массовые и популярные орочьи крейсеры в регионе. В отличие от более мелких лутаных орочьих корыт, большинство таких крейсеров любовно ""кастомизируют"", увеличивая огневую мощь, прочность корпуса и массу по сравнению с обычным Venture. Bad Moons особенно любят эти корабли, когда не удается добыть более модный крейсер: просторный трюм используют в торговле с другими орочьими кланами, а сам корабль дополнительно усиливают тяжелым вооружением.

Хотя возможности этих кораблей все еще могут уступать тяжелым крейсерам крупных фракций, вид орочьего крейсера, несущегося на таран с ревущими во все стороны пушками, впечатляет даже самых опытных капитанов.",,,,,,,
